,gender,self_appointment,messages,video,audio,individual,family,sync_messages,features,friendliness,lgbtq,start_of_practice,approaches,professions,work_areas,non_working_areas,english,experience,age,education_counts,training_counts
218,woman,False,0.0,True,0.0,True,1.0,0.0,"['Отношения в паре, конфликты и кризисы', 'Самооценка и самопринятие', 'Семейные и детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Трудности на работе / учебе', 'Тревога, страхи, панические атаки', 'Сниженное настроение, депрессивные состояния', 'Детские травмы, переживание горя']",58,,2016,['Транзактный анализ'],['Клинический психолог'],"['Самооценка и самопринятие', 'Отношения с партнёром (партнёрами)', 'Поиск партнера', 'Ревность, измена', 'Расставание, развод', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Выгорание', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Сниженное настроение', 'Хроническое подавленное состояние', 'Депрессия', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Апатия, усталость, нехватка сил', 'Невозможность испытывать удовольствие и радость', 'Детские травмы', 'Горе, утраты, потери', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Поиск своего призвания', 'Тело и психосоматика', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Отсутствие четкого запроса']","['Я — автор насилия', 'Психология питания и расстройства пищевого поведения', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости']",,,34.0,1,3
219,woman,True,0.0,True,0.0,True,0.0,0.0,"['Отношения в паре, конфликты и кризисы', 'Семейные отношения', 'Внутренние конфликты и кризисы', 'Трудности на работе / учебе', 'Сниженное настроение', 'Самооценка и самопринятие', 'Личные границы, сложности в общении']",61,,2014,"['Системная семейная психотерапия', 'Гештальт-терапия', 'Коучинг']",['Психолог'],"['Поиск партнера', 'Отношения с партнёром (партнёрами)', 'Ревность, измена', 'Расставание, развод', 'Семейные отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Отношения и конфликты на работе', 'Баланс между жизнью и работой', 'Другие вопросы, связанные с работой / учебой', 'Личная эффективность', 'Сниженное настроение', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Поиск своего призвания', 'Отношения с окружающими, трудности в общении']","['Страхи, фобии', 'Панические атаки', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Депрессия', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Намерение совершить самоубийство', 'Биполярно-аффективное расстройство', 'Беременность, роды, репродуктивные вопросы', 'Тело и психосоматика', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Проблемы с памятью, вниманием и мышлением']",,,47.0,2,5
220,woman,True,1.0,True,0.0,True,1.0,1.0,"['Кризисы и внутренние конфликты', 'Трудности на работе / учебе', 'Тревога, страхи, панические атаки', 'Сниженное настроение, апатия', 'Детские травмы', 'Самооценка и самопринятие', 'Тело и психосоматика', 'Чувство вины и стыда']",60,,2015,['Гештальт-терапия'],['Психолог'],"['Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Другие сложные моменты в жизни', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Суицидальные мысли и фантазии о смерти', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Высшая сила, Бог', 'Тело и психосоматика', 'Сексуальная ориентация и вопросы идентичности']","['Поиск партнера', 'Сексуальные проблемы и вопросы', 'Беременность, роды, репродуктивные вопросы', 'Биполярное расстройство, эмоциональные качели', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Другие ситуации, связанные с насилием', 'Пограничное и нарциссическое расстройство личности', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Чувство вины и стыда']",,,31.0,1,3
221,woman,True,0.0,True,1.0,True,1.0,1.0,"['Отношения в паре, конфликты и кризисы', 'Семейные и детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Трудности на работе / учебе', 'Тревога, волнение', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие']",56,,2016,['Гештальт-терапия'],['Психолог'],"['Поиск партнера', 'Отношения с партнёром (партнёрами)', 'Ревность, измена', 'Расставание, развод', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Синдром самозванца', 'Тревога, волнение', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Поиск своего призвания', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Отсутствие четкого запроса']","['Ипохондрия', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Хроническое подавленное состояние', 'Депрессия', 'Биполярно-аффективное расстройство', 'Я — автор насилия', 'Пограничное и нарциссическое расстройство личности', 'Психология питания и расстройства пищевого поведения', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Когнитивные нарушения', 'Беременность, роды, репродуктивные вопросы']",,,51.0,1,4
222,woman,True,1.0,True,1.0,True,1.0,1.0,"['Отношения в паре, конфликты и кризисы', 'Детско-родительские, семейные отношения', 'Кризисы и внутренние конфликты', 'Трудности на работе / учебе', 'Тревога, волнение', 'Сниженное настроение, апатия', 'Детские травмы, переживание утраты', 'Самооценка и самопринятие']",65,,2018,['Гештальт-терапия'],['Психолог'],"['Отношения с партнёром (партнёрами)', 'Поиск партнера', 'Ревность, измена', 'Расставание, развод', 'Созависимость, контрзависимость', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Другие сложные моменты в жизни', 'Выгорание', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Другие вопросы, связанные с работой / учебой', 'Тревога, волнение', 'Сниженное настроение', 'Хроническое подавленное состояние', 'Депрессия', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Суицидальные мысли и фантазии о смерти', 'Апатия, усталость, нехватка сил', 'Невозможность испытывать удовольствие и радость', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Другие ситуации, связанные с насилием', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Поиск своего призвания', 'Эмоциональная нестабильность', 'Чувство вины и стыда', 'Отношения с окружающими, трудности в общении', 'Одиночество, непонимание', 'Отсутствие четкого запроса']","['Намерение совершить самоубийство', 'Я — автор насилия', 'Пограничное и нарциссическое расстройство личности', 'Злоупотребление веществами и хим. зависимости']",,,41.0,2,3
223,woman,True,0.0,True,0.0,True,0.0,0.0,"['', 'Кризисы и внутренние конфликты', 'Трудности на работе / учебе', 'Тревога, волнение, страхи', 'Депрессивные состояния', 'Эмоциональные качели, апатия', 'Самооценка и самопринятие', 'Психосоматика']",60,,2006,['Когнитивно-поведенческая терапия'],['Клинический психолог'],"['Ревность, измена', 'Расставание, развод', 'Созависимость, контрзависимость', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Другие сложные моменты в жизни', 'Выгорание', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Отношения с деньгами', 'Другие вопросы, связанные с работой / учебой', 'Тревога, волнение', 'Страхи, фобии', 'Нарушения сна', 'Сниженное настроение', 'Хроническое подавленное состояние', 'Депрессия', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Апатия, усталость, нехватка сил', 'Невозможность испытывать удовольствие и радость', 'Биполярное расстройство, эмоциональные качели', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Поиск своего призвания', 'Тело и психосоматика', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Проблемы с памятью, вниманием и мышлением', 'Одиночество, непонимание', 'Отношения с окружающими, трудности в общении', 'Отсутствие четкого запроса']","['Сексуальные проблемы и вопросы', 'Детско-родительские отношения', 'Высшая сила, Бог']",,,40.0,2,3
224,woman,True,0.0,True,1.0,True,0.0,1.0,"['Отношения в паре, конфликты и кризисы', 'Семейные и детско-родительские отношения', 'Поиск себя, принятие решений', 'Трудности на работе / учебе', 'Тревога, страхи, панические атаки', 'Детские травмы', 'Самооценка и самопринятие', 'Психосоматика', 'Психология питания', 'Отношения с окружающими']",61,1.0,2014,['Интегративная психотерапия'],['Клинический психолог'],"['Отношения с партнёром (партнёрами)', 'Поиск партнера', 'Расставание, развод', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Другие сложные моменты в жизни', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Прокрастинация, лень, низкая продуктивность', 'Отношения с деньгами', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Высшая сила, Бог', 'Поиск своего призвания', 'Тело и психосоматика', 'Психология питания и расстройства пищевого поведения', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Отношения с окружающими, трудности в общении', 'Одиночество, непонимание', 'Сексуальная ориентация и вопросы идентичности']","['Нарушения сна', 'Намерение совершить самоубийство', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Я — автор насилия', 'Другие ситуации, связанные с насилием', 'Злоупотребление веществами и хим. зависимости']",,,33.0,1,3
225,woman,True,0.0,True,1.0,True,0.0,0.0,"['Отношения в паре, конфликты и кризисы', 'Семейные и детско-родительские отношения', 'Поиск себя, принятие решений', 'Трудности на работе / учебе', 'Тревога, страхи, панические атаки', 'Подавленное состояние, апатия', 'Состояния на грани', 'Переживание насилия', 'Самооценка и самопринятие']",60,1.0,2018,"['Ориентированная на решения краткосрочная терапия', 'ДПДГ (EMDR)']",['Психолог'],"['Отношения с партнёром (партнёрами)', 'Поиск партнера', 'Расставание, развод', 'Созависимость, контрзависимость', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Другие сложные моменты в жизни', 'Выгорание', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Нарушения сна', 'Сниженное настроение', 'Хроническое подавленное состояние', 'Депрессия', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Суицидальные мысли и фантазии о смерти', 'Апатия, усталость, нехватка сил', 'Невозможность испытывать удовольствие и радость', 'Биполярное расстройство, эмоциональные качели', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Другие ситуации, связанные с насилием', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Высшая сила, Бог', 'Поиск своего призвания', 'Тело и психосоматика', 'Пограничное и нарциссическое расстройство личности', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Отношения с окружающими, трудности в общении', 'Одиночество, непонимание', 'Отсутствие четкого запроса']","['Сексуальные проблемы и вопросы', 'Беременность, роды, репродуктивные вопросы', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости']",,,30.0,1,3
226,woman,True,0.0,True,0.0,True,1.0,0.0,"['Отношения в паре, конфликты и кризисы', 'Семейные и детско-родительские отношения', 'Самоопределение, принятие решений', 'Трудности на работе / учебе', 'Тревога, страхи, панические атаки', 'Подавленное состояние, апатия', 'Состояния на грани']",56,1.0,2016,['Когнитивно-поведенческая терапия'],['Психолог'],"['Отношения с партнёром (партнёрами)', 'Поиск партнера', 'Ревность, измена', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Другие сложные моменты в жизни', 'Выгорание', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Другие вопросы, связанные с работой / учебой', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Нарушения сна', 'Сниженное настроение', 'Хроническое подавленное состояние', 'Депрессия', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Суицидальные мысли и фантазии о смерти', 'Намерение совершить самоубийство', 'Апатия, усталость, нехватка сил', 'Невозможность испытывать удовольствие и радость', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Высшая сила, Бог', 'Поиск своего призвания', 'Тело и психосоматика', 'Нехимические зависимости', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Проблемы с памятью, вниманием и мышлением', 'Отношения с окружающими, трудности в общении', 'Одиночество, непонимание', 'Отсутствие четкого запроса', 'Сексуальная ориентация и вопросы идентичности']",['Злоупотребление веществами и хим. зависимости'],,,29.0,2,4
227,woman,True,0.0,True,0.0,True,0.0,0.0,"['Отношения в паре, конфликты и кризисы', 'Семейные и детско-родительские отношения', 'Поиск себя и принятие решений', 'Трудности на работе / учебе', 'Тревога, волнение, апатия', 'Детские травмы', 'Самооценка и самопринятие']",61,,2020,"['Транзактный анализ', 'Экзистенциальная терапия']",['Психолог'],"['Отношения с партнёром (партнёрами)', 'Поиск партнера', 'Ревность, измена', 'Расставание, развод', 'Созависимость, контрзависимость', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Другие сложные моменты в жизни', 'Выгорание', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Отношения с деньгами', 'Другие вопросы, связанные с работой / учебой', 'Тревога, волнение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Высшая сила, Бог', 'Поиск своего призвания', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Отношения с окружающими, трудности в общении', 'Одиночество, непонимание', 'Отсутствие четкого запроса']","['Беременность, роды, репродуктивные вопросы', 'Физическое насилие в отношении меня', 'Я — автор насилия', 'Другие ситуации, связанные с насилием', 'Тело и психосоматика', 'Психология питания и расстройства пищевого поведения', 'Злоупотребление веществами и хим. зависимости', 'Сексуальная ориентация и вопросы идентичности']",,,35.0,1,4
228,woman,True,0.0,True,0.0,True,0.0,1.0,"['Отношения в паре', 'Семейные и детско-родительские отношения', 'Поиск себя, самоопределение', 'Трудности на работе / учебе', 'Тревога, страхи, панические атаки', 'Апатия, депрессивные состояния', 'Эмоциональные качели, перепады', 'Переживание насилия', 'Самооценка и самопринятие', 'Зависимости']",59,,2017,['Гештальт-терапия'],['Клинический психолог'],"['Отношения с партнёром (партнёрами)', 'Поиск партнера', 'Ревность, измена', 'Сексуальные проблемы и вопросы', 'Расставание, развод', 'Созависимость, контрзависимость', 'Семейные отношения', 'Детско-родительские отношения', 'Беременность, роды, репродуктивные вопросы', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Другие сложные моменты в жизни', 'Выгорание', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Отношения с деньгами', 'Другие вопросы, связанные с работой / учебой', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Нарушения сна', 'Сниженное настроение', 'Хроническое подавленное состояние', 'Депрессия', 'Самоповреждение (порезы, обжигания, выдёргивание волос и т.д.)', 'Апатия, усталость, нехватка сил', 'Невозможность испытывать удовольствие и радость', 'Биполярное расстройство, эмоциональные качели', 'Сексуализированное насилие в отношении меня', 'Физическое насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Другие ситуации, связанные с насилием', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Высшая сила, Бог', 'Поиск своего призвания', 'Тело и психосоматика', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Проблемы с памятью, вниманием и мышлением', 'Отношения с окружающими, трудности в общении', 'Одиночество, непонимание', 'Отсутствие четкого запроса', 'Сексуальная ориентация и вопросы идентичности']","['Суицидальные мысли и фантазии о смерти', 'Намерение совершить самоубийство']",,,35.0,3,5
229,woman,True,0.0,False,0.0,False,1.0,0.0,"['Самооценка, личные границы', 'Отношения в паре', 'Семейные отношения', 'Поиск себя, принятие решений', 'Трудности на работе / учебе', 'Тревога и страхи', 'Подавленное настроение, апатия', 'Детские травмы', 'Перепады настроения']",67,,2019,"['Когнитивно-поведенческая терапия', 'Клиент-центрированная терапия']",['Клинический психолог'],"['Отсутствие четкого запроса', 'Отношения с окружающими, трудности в общении', 'Одиночество, непонимание', 'Отношения с партнёром (партнёрами)', 'Поиск партнера', 'Ревность, измена', 'Расставание, развод', 'Созависимость, контрзависимость', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Другие сложные моменты в жизни', 'Выгорание', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Отношения с деньгами', 'Другие вопросы, связанные с работой / учебой', 'Тревога, волнение', 'Страхи, фобии', 'Навязчивости, Обсессивно-компульсивное расстройство', 'Нарушения сна', 'Сниженное настроение', 'Хроническое подавленное состояние', 'Депрессия', 'Апатия, усталость, нехватка сил', 'Невозможность испытывать удовольствие и радость', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Поиск своего призвания', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Проблемы с памятью, вниманием и мышлением', 'Сексуальная ориентация и вопросы идентичности']","['Беременность, роды, репродуктивные вопросы', 'Суицидальные мысли и фантазии о смерти', 'Намерение совершить самоубийство', 'Биполярное расстройство, эмоциональные качели', 'Я — автор насилия', 'Тело и психосоматика', 'Нехимические зависимости', 'Злоупотребление веществами и хим. зависимости']",1.0,,39.0,1,4
230,woman,True,1.0,True,1.0,True,0.0,0.0,"['Отношения в паре', 'Детско-родительские отношения', 'Самоопределение, принятие решений', 'Трудности на работе / учебе', 'Тревога, страхи, панические атаки', 'Подавленное состояние, апатия', 'Самооценка и самопринятие', 'Детские травмы', 'Горе, утраты, потери']",56,,2011,"['Гештальт-терапия', 'ДПДГ (EMDR)']",['Психолог'],"['Отношения с партнёром (партнёрами)', 'Ревность, измена', 'Расставание, развод', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Выгорание', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Другие вопросы, связанные с работой / учебой', 'Тревога, волнение', 'Страхи, фобии', 'Панические атаки', 'Нарушения сна', 'Сниженное настроение', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Горе, утраты, потери', 'Личные границы', 'Самооценка и самопринятие', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Тело и психосоматика', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Отношения с окружающими, трудности в общении', 'Одиночество, непонимание', 'Отсутствие четкого запроса']","['Сексуальные проблемы и вопросы', 'Созависимость, контрзависимость', 'Беременность, роды, репродуктивные вопросы', 'Отношения с деньгами', 'Суицидальные мысли и фантазии о смерти', 'Намерение совершить самоубийство', 'Биполярное расстройство, эмоциональные качели', 'Сексуализированное насилие в отношении меня', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Я — автор насилия', 'Другие ситуации, связанные с насилием', 'Пограничное и нарциссическое расстройство личности', 'Злоупотребление веществами и хим. зависимости']",,,54.0,1,3
231,woman,False,0.0,True,0.0,True,0.0,0.0,"['Отношения в паре', 'Семейные и детско-родительские отношения', 'Самоопределение, принятие решений', 'Трудности на работе / учебе', 'Тревога, волнение, страхи', 'Подавленное состояние, апатия', 'Детские травмы', 'Самооценка и самопринятие']",68,1.0,2018,['Психоанализ и психоаналитическая терапия'],['Психолог'],"['Отношения с партнёром (партнёрами)', 'Ревность, измена', 'Расставание, развод', 'Созависимость, контрзависимость', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Миграция, переезд', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Баланс между жизнью и работой', 'Отношения с окружающими, трудности в общении', 'Прокрастинация, лень, низкая продуктивность', 'Ипохондрия', 'Тревога, волнение', 'Страхи, фобии', 'Сниженное настроение', 'Хроническое подавленное состояние', 'Депрессия', 'Апатия, усталость, нехватка сил', 'Детские травмы', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Поиск своего призвания', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Одиночество, непонимание', 'Отсутствие четкого запроса', 'Беременность, роды, репродуктивные вопросы', 'Сексуальная ориентация и вопросы идентичности']",[],0.0,,43.0,2,2
232,woman,True,0.0,True,0.0,True,0.0,0.0,"['Отношения в паре', 'Детско-родительские отношения', 'Поиск себя, принятие решений', 'Трудности на работе / учебе', 'Подавленное состояние, апатия', 'Детские травмы', 'Самооценка и самопринятие', 'Перепады настроения']",66,1.0,2018,['Интегративная психотерапия'],['Психолог'],"['Отношения с партнёром (партнёрами)', 'Поиск партнера', 'Ревность, измена', 'Расставание, развод', 'Созависимость, контрзависимость', 'Семейные отношения', 'Детско-родительские отношения', 'Кризисы и внутренние конфликты', 'Сложные решения, серьезные перемены в жизни', 'Выгорание', 'Стресс, напряжение', 'Баланс между жизнью и работой', 'Отношения и конфликты на работе', 'Синдром самозванца', 'Прокрастинация, лень, низкая продуктивность', 'Личная эффективность', 'Отношения с деньгами', 'Другие вопросы, связанные с работой / учебой', 'Сниженное настроение', 'Хроническое подавленное состояние', 'Депрессия', 'Апатия, усталость, нехватка сил', 'Невозможность испытывать удовольствие и радость', 'Психологическое, финансовое и др. виды насилия в отношении меня', 'Детские травмы', 'Горе, утраты, потери', 'Самооценка и самопринятие', 'Личные границы', 'Желание лучше узнать себя', 'Смыслы и ценности', 'Поиск своего призвания', 'Эмоциональная нестабильность', 'Гнев, агрессия, раздражительность', 'Чувство вины и стыда', 'Отношения с окружающими, трудности в общении', 'Одиночество, непонимание', 'Отсутствие четкого запроса', 'Сексуальная ориентация и вопросы идентичности']","['Намерение совершить самоубийство', 'Высшая сила, Бог', 'Психология питания и расстройства пищевого поведения', 'Злоупотребление веществами и хим. зависимости']",,,41.0,1,3
